Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO
Cy Young,1014369,124692.0,BOS,7.846580505371094,,12.43,1.6238780063856804,,2.646633544599779,,,,,,,371.1,43,41,,,,,0.1454219110196131,0.2634282241903972,0.71270105,,0,0.2362962845744025,0.972172405149636,44.324564117872065,71.9099050854141,,,,,,158,37,8,6,,38,5
Noodles Hahn,1005205,115307.0,CIN,6.6011643409729,,8.01,2.7095916211193143,,2.6895541028440064,,,,,,,375.1,42,42,,,,,0.2877442429507236,0.3040494780576886,0.67022263,,0,0.2590238405960257,1.1696270616237747,80.5506444760041,80.30092893723675,,,,,,239,69,9,12,,41,2
Christy Mathewson,1008235,118422.0,NYG,5.430999279022217,,8.83,2.4107142857142856,,2.706750470116025,,,,,,,336.0,40,38,,,,,0.0803571428571428,0.2817541917114837,0.67800914,,0,0.2331002331002331,1.1458333333333333,73.25024839511501,82.59900188161453,,,,,,221,97,13,3,,36,5
Bill Donovan,1003393,113465.0,BRO,4.768421649932861,,6.58,2.769230769230769,,3.040821491687047,,,,,,,351.0,45,38,,,,,0.0256410256410256,0.2971973279843948,0.69001243,,3,0.2466091245376079,1.356125356125356,81.7474949364021,90.10837178670828,,,,,,226,152,8,1,,36,2
Joe McGinnity,1008527,118713.0,BAL,4.594302177429199,,8.05,3.5575916230366493,,3.688410280637093,,,,,,,382.0,48,43,,,,,0.1649214659685864,0.2877973906369915,0.59707242,,1,0.2766511777819559,1.3298429319371727,92.87394803764222,95.97223476875072,,,,,,75,96,21,7,,39,1
Jesse Tannehill,1012822,123086.0,PIT,4.549825668334961,,4.56,2.1756938340676,,2.587156316780032,,,,,,,252.1,32,30,,,,,0.035667112033895,0.2870595364068203,0.67463106,,1,0.2522121369961672,1.0937914357061156,65.43100091493997,78.15515112523491,,,,,,118,36,10,1,,25,4
Harry Howell,1006097,116223.0,BAL,4.456754684448242,,4.37,3.665158117982468,,3.388944469473854,,,,,,,294.2,37,34,,,,,0.1527149215826028,0.3077038372416351,0.56067961,,0,0.2860922914756637,1.3981899487118303,95.68206266145113,88.15442566302625,,,,,,93,79,7,5,,32,1
Bill Dinneen,1003317,113382.0,BSN,4.199002742767334,,5.32,2.9385777794790453,,3.15353825204296,,,,,,,309.1,37,34,,,,,0.2327586359983402,0.2818367666056191,0.65976009,,0,0.2527156345295771,1.2025862859914245,85.02378502804527,91.58009168160224,,,,,,141,77,6,8,,31,0
Eddie Plank,1010385,120616.0,PHA,4.163585186004639,,5.33,3.314577746412058,,3.2539356227846854,,,,,,,260.2,33,32,,,,,0.0690537030502512,0.2809113834699893,0.60688406,,0,0.2568042880923237,1.2352940212322716,87.66717771291063,85.74224600099916,,,,,,90,68,12,2,,28,1
Al Orth,1009857,120072.0,PHI,4.130479335784912,,6.77,2.268638889388486,,2.8352549848392568,,,,,,,281.2,35,33,,,,,0.095857981241767,0.2601917044896336,0.66130161,,1,0.239394796768353,1.0011833596362334,68.9212924802036,86.48864758280588,,,,,,92,32,8,3,,30,6
Vic Willis,1014042,124364.0,BSN,4.049402236938477,,8.81,2.35807875974422,,3.1827460165720876,,,,,,,305.1,38,35,,,,,0.1768559069808165,0.2601520415081859,0.70052539,,0,0.23329535313512,1.1135371921014372,68.22782876389809,92.42517895811278,,,,,,133,78,11,6,,33,6
