Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Cal Ripken Jr.,1010978,121222,SS,BAL,8.48658008692229,,8.2,37.59947642700946,19.964999198913578,-1.700845602841582,,,,,145.92767673914818,0.3920357327487515,,,,,0.887868814,0.517345399,0.370523415,0.318250377,0.199095022,0.338235294,162,726,663,121,102,27,76,343,211,135,47,2,0,58,0,97,0.133608815,0.079889807,,,2.5242984294891357,-0.2627015041767433,,,,,11.0,,,,,,,,1452.1
Wade Boggs,1001124,111153,3B,BOS,7.69840312874017,,7.8,43.28133984172718,7.928669333457947,-0.7364290512050502,,,,,154.5195726758808,0.4158632474787095,,,,,0.930535819,0.486254295,0.444281524,0.360824742,0.125429553,0.374087591,153,685,582,100,73,5,56,283,210,154,44,7,3,92,2,36,0.052554744,0.134306569,,,6.8517279624938965,1.5901146064076803,,,,,7.0,,,,,,,,1354.0
Dickie Thon,1013033,123309,SS,HOU,7.168039602837726,,7.39,19.569687150770868,27.532899856567383,0.3641157842939719,,,,,124.30244980439711,0.3487101612615372,,,,,0.798331034,0.457189014,0.34114202,0.285945072,0.171243942,0.29400749,154,686,619,81,79,20,57,283,177,120,28,9,34,54,10,73,0.106413994,0.078717201,,,2.2871296405792236,0.3070214100706505,,,,,19.0,,,,,,,,1382.1
Rickey Henderson,194,115749,LF,OAK,7.016915206761102,,6.9,42.87097072625339,4.06378698348999,13.950792741961775,,,,,139.44805231719468,0.3779761695939604,,,,,0.834901262,0.421052631,0.413848631,0.29239766,0.128654971,0.331764705,145,622,513,105,48,9,41,216,150,109,25,7,108,103,8,80,0.128617363,0.165594855,,,4.369405746459961,0.5020342704121665,,,,,10.0,,,,,,,,1184.0
Dale Murphy,1009355,119545,CF,ATL,6.972922199485789,,7.14,44.5297901086436,-0.2139915227890014,4.298548054066487,,,,,150.83392480454538,0.4057102129194471,,,,,0.932911232,0.539898132,0.3930131,0.30220713,0.237691002,0.316258351,162,687,589,131,121,36,64,318,178,114,24,4,30,90,12,110,0.160116448,0.131004366,,,6.307353496551514,0.3562187403771872,,,,,1.0,,,,,,,,1386.1
Mike Schmidt,1011586,121836,3B,PHI,6.902603553898116,,6.86,38.4864430737032,5.93735933303833,-1.8828304150374608,,,,,152.38075505726837,0.4012637760010233,,,,,0.923447708,0.524344569,0.399103139,0.254681647,0.269662922,0.274285714,154,669,534,104,109,40,60,280,136,76,16,4,7,128,17,148,0.22122571,0.191330343,,,2.3507397174835205,-2.6767175965545884,,,,,5.0,,,,,,,,1339.3
Gary Carter,1002015,112061,C,MON,6.84885080256803,,7.12,11.337536758174544,35.59622669219971,-0.2808515795040875,,,,,116.56057966929626,0.3428506865104039,,,,,0.779701997,0.44362292,0.336079077,0.269870609,0.173752311,0.271578947,145,609,541,63,79,17,57,240,146,89,37,3,1,51,7,57,0.093596059,0.083743842,,,0.4285561144351959,-1.5047327245443898,,,,,27.0,,,,,,,,1269.1
Eddie Murray,1009386,119579,1B,BAL,6.773769789021111,,6.67,43.24013250205764,-0.5507535934448242,0.4900396724697202,,,,,153.33878739087416,0.4032914154175697,,,,,0.930447745,0.537800687,0.392647058,0.305841924,0.231958763,0.309829059,156,680,582,115,111,33,66,313,178,112,30,3,5,86,13,90,0.132352941,0.126470588,,,4.71275520324707,0.7497935072421962,,,,,9.0,,,,,,,,1361.0
Andre Dawson,1003091,113151,CF,MON,6.476559778664208,,6.85,30.649511770488193,9.0,0.555999570642598,,,,,137.42522266553863,0.3738225653289705,,,,,0.876813463,0.538704581,0.338108882,0.298578199,0.240126382,0.291821561,159,698,633,104,113,32,78,341,189,111,36,10,25,38,12,81,0.116045845,0.05444126,,,1.889955997467041,-1.9376347212530125,,,,,9.0,,,,,,,,1401.0
Robin Yount,1014396,124721,SS,MIL,6.444463034013617,,7.25,35.79038336179046,3.755122661590576,0.3122998877661302,,,,,145.46918297430514,0.3883338990102287,,,,,0.88621361,0.503460207,0.382753403,0.307958477,0.19550173,0.315068493,149,662,578,102,80,17,69,291,178,109,42,10,12,72,6,58,0.087613293,0.108761329,,,3.252413511276245,0.1614517803877131,,,,,-3.0,,,,,,,,1234.1
