Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO
Bob Gibson,1004662,114756,STL,9.82810878753662,,8.88,3.122448979591837,,2.2881428637472143,,,,0.22588623,0.0725474,0.15333883,294.0,34,34,,,,,0.3979591836734694,0.2985611510791366,0.72364503,,0,0.2337198929527207,1.1904761904761905,76.32965236373249,61.08108290190588,,,,,,274,88,4,13,,23,3
Fergie Jenkins,1006388,116522,CHC,9.477983474731444,,7.33,3.3929712460063897,,2.7758631914949268,,,,0.21660079,0.04743083,0.16916996,313.0,40,39,,,,,0.8626198083067093,0.2628635346756152,0.70344828,,0,0.2212020033388981,1.038338658146965,75.49522749415478,66.44859442058002,,,,,,274,60,7,30,,24,3
Tom Seaver,1011708,121961,NYM,8.310900688171387,,5.83,2.8176603532381423,,2.52839126438818,,,,0.24126172,0.07075874,0.17050298,290.2,37,36,,,,,0.6502293122857251,0.2672634271099744,0.74408901,,0,0.2117863720073664,1.0768347870128676,70.62164787903583,68.64804932803071,,,,,,283,83,4,21,,19,2
Sam McDowell,1008476,118659,CLE,7.585416793823242,,8.28,2.921311475409836,,3.0679911965229474,,,,0.24184566,0.10421639,0.13762928,305.0,39,39,,,,,0.7377049180327869,0.2670886075949367,0.78466077,,0,0.2109025915996425,1.20327868852459,75.31840168885174,73.68327800090788,,,,,,304,131,7,25,,19,1
Jim Perry,1010213,120442,MIN,6.662426471710205,,3.79,3.0358849458185264,,3.0762820109007616,,,,0.14723926,0.04995618,0.09728309,278.2,40,40,,,,,0.6459329671954311,0.2683201803833145,0.71621622,,0,0.24,1.1303826925920044,79.60855295564976,75.15851733375591,,,,,,168,57,9,20,,13,4
Bill Hands,1005303,115413,CHC,6.446008205413818,,5.21,3.70188679245283,,3.242256584707296,,,,0.15084295,0.06743567,0.08340728,265.0,39,38,,,,,0.6792452830188679,0.3010501750291715,0.71818182,,1,0.265520534861509,1.3358490566037735,82.36874564816368,76.8260697274463,,,,,,170,76,4,20,,12,2
Gaylord Perry,1010210,120438,SFG,6.321641445159912,,7.62,3.2038537570509993,,3.2439596357495457,,,,0.16017964,0.06287425,0.09730539,328.2,41,41,,,,,0.7393508670117691,0.2642073778664008,0.71057192,,0,0.2347266881028939,1.1440161563638895,79.8170113920499,86.06096947018263,,,,,,214,84,8,27,,23,5
Jim Palmer,1009973,120196,BAL,6.202651500701904,,6.4,2.7147540983606557,,3.222089557178685,,,,0.15831344,0.07955449,0.07875895,305.0,39,39,,,,,0.6196721311475409,0.2585470085470085,0.79497908,,0,0.2275086505190311,1.1901639344262296,73.96414173824112,82.06239782491855,,,,,,199,100,1,21,,17,5
Ken Holtzman,1005989,116115,CHC,5.79890251159668,,6.4,3.3789105373901127,,3.6014029780496415,,,,0.16721854,0.07781457,0.08940397,287.2,39,38,,,,,0.9385862603861423,0.2741751990898748,0.74539877,,0,0.2439243924392439,1.2688295742257112,75.18237002536124,84.81724816758168,,,,,,202,94,3,30,,15,1
Pat Jarvis,1006363,116499,ATL,5.499370098114014,,4.99,3.614173228346457,,3.201475125785888,,,,0.16290019,0.06779661,0.09510358,254.0,36,34,,,,,0.7440944881889764,0.2751256281407035,0.71479122,,0,0.2424242424242424,1.2283464566929134,86.19758014223972,81.37581300441816,,,,,,173,72,0,21,,11,1
