fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%
,12.46,66.97312739460767,14.63580322265625,-0.4347459208220243,,,,,194.19274452093904,0.4543438682299174,,,,,1.040023808,0.621761658,0.41826215,0.32642487,0.295336788,0.307855626,161,680,579,112,121,44,79,360,189,110,31,4,10,91,11,69,0.101470588,0.133823529,,,,,,,,,23.0,,,,,,,
,9.75,39.68619204624929,21.9515221118927,-1.144375890493393,,,,,153.32978777884466,0.3998381671344125,,,,,0.906493455,0.511945392,0.394548063,0.300341296,0.211604096,0.3125,161,697,586,107,98,31,58,300,176,118,23,4,1,96,9,103,0.147776183,0.137733142,,,,,,,,,18.0,,,,,,,
,8.94,50.42167183438325,-3.705739974975586,1.8079188549891112,,,,,170.02599433691614,0.4176470185683025,,,,,0.954162608,0.553846153,0.400316455,0.357264957,0.196581196,0.402597402,147,632,585,103,110,23,59,324,209,150,26,10,9,41,17,103,0.162974683,0.064873417,,,,,,,,,4.0,,,,,,,
,7.71,16.05132616674925,35.877448081970215,-0.5326229995116591,,,,,123.13963926956453,0.3383497312508601,,,,,0.762828595,0.434426229,0.328402366,0.268852459,0.16557377,0.261992619,158,681,610,88,77,22,52,265,164,112,25,5,1,54,9,54,0.079295154,0.079295154,,,,,,,,,32.0,,,,,,,
,8.51,47.92486625764036,-6.707132339477539,1.5810955287888646,,,,,163.06413771184535,0.4098010025574611,,,,,0.942541105,0.573333333,0.369207772,0.306666666,0.266666667,0.308510638,155,669,600,113,109,39,79,344,184,105,37,3,17,63,19,97,0.144992526,0.094170403,,,,,,,,,1.0,,,,,,,
,6.46,55.4381574581432,-13.32373046875,0.6027209730818868,,,,,175.62368244536938,0.4218427858119195,,,,,0.965424282,0.557586837,0.407837445,0.268738574,0.288848263,0.2575,163,689,547,105,113,44,69,305,147,78,24,1,1,131,15,111,0.161103047,0.190130624,,,,,,,,,-4.0,,,,,,,
,7.53,44.30993369674656,3.2983336448669434,1.2192495167255402,,,,,174.4451550205983,0.4180215981591589,,,,,0.952068657,0.541484716,0.410583941,0.307860262,0.233624454,0.295918367,131,550,458,94,78,25,55,248,141,86,28,2,8,83,10,47,0.085454545,0.15090909,,,,,,,,,10.0,,,,,,,
,6.79,43.748963280951685,-5.17695426940918,1.8437807522714136,,,,,159.2378219484657,0.4018388129470813,,,,,0.923047007,0.523978685,0.399068322,0.325044404,0.198934281,0.336170212,151,644,563,91,111,25,62,295,183,121,37,0,11,62,23,75,0.116459627,0.096273291,,,,,,,,,4.0,,,,,,,
,6.78,22.807123852896265,22.0,-0.1882404647767543,,,,,135.29924234432323,0.3561258069231935,,,,,0.799072368,0.445652173,0.353420195,0.29347826,0.152173913,0.314583333,151,619,552,72,64,11,50,246,162,112,27,12,8,50,3,68,0.109854604,0.080775444,,,,,,,,,22.0,,,,,,,
,5.3,45.33189622744316,-12.0123553276062,2.508436806499958,,,,,172.1946808772307,0.4217023475385215,,,,,0.97032742,0.56587473,0.40445269,0.306695464,0.259179266,0.368421052,122,540,463,89,77,23,64,262,142,78,31,10,20,75,18,117,0.216666666,0.138888888,,,,,,,,,-15.0,,,,,,,
